frame_index,timestamp_sec,laplacian_var,tenengrad_mean,contrast_std,brightness_mean,selected,saved_path
484,16.140,166.404859,34.977388,48.430671,115.259,0,
485,16.173,270.081893,40.671168,48.836246,115.179,0,
486,16.207,214.338962,39.195923,48.856120,116.621,0,
487,16.240,207.488131,39.352530,48.758283,117.369,0,
488,16.273,212.883137,39.361250,48.765374,118.231,0,
489,16.307,201.363320,38.749769,48.571575,119.342,0,
490,16.340,257.200544,41.177997,48.730109,119.473,0,
491,16.373,241.256523,40.063207,48.482450,120.518,0,
492,16.407,188.244937,36.881755,48.114718,121.687,0,
493,16.440,264.075445,38.698885,48.117743,121.544,0,
494,16.473,221.242029,39.066608,48.072983,121.923,0,
495,16.507,190.058507,37.211675,47.743623,122.492,0,
496,16.540,214.216624,37.888544,47.640120,122.868,0,
497,16.573,252.345112,40.683211,47.711323,122.832,0,
498,16.607,213.573507,37.155780,47.216781,123.908,0,
499,16.640,225.498989,38.429407,47.216943,124.200,0,
500,16.673,293.811050,41.552069,47.361562,123.883,0,
501,16.707,244.208732,39.318989,47.073183,124.509,0,
502,16.740,240.055442,39.375163,47.185741,124.532,0,
503,16.773,177.331461,35.169444,46.895344,125.187,0,
504,16.807,281.561778,40.204704,47.214948,124.123,0,
505,16.840,250.176025,39.337617,47.237282,124.441,0,
506,16.873,219.563348,37.006362,46.972970,124.546,0,
507,16.907,303.547964,41.112398,47.289955,123.378,0,
508,16.940,217.935094,37.507939,46.925312,123.925,0,
509,16.973,240.705808,38.739583,47.019387,123.571,0,
510,17.007,210.677284,36.808208,46.948903,123.745,0,
511,17.040,301.161601,41.210826,47.347454,122.442,0,
512,17.073,157.647330,32.775706,46.643115,123.506,0,
513,17.107,212.539521,37.401850,47.040590,122.266,0,
514,17.140,211.508747,37.117274,47.026337,121.837,0,
515,17.173,257.869226,39.796096,47.148509,121.063,0,
516,17.207,254.831193,39.754009,47.042412,120.869,0,
517,17.240,214.014139,37.367748,46.824230,120.808,0,
518,17.273,233.058301,38.788582,46.865254,120.216,0,
519,17.307,286.228789,40.809533,46.987983,119.612,0,
520,17.340,265.165569,39.393838,46.780769,119.588,0,
521,17.373,245.620161,38.359721,46.603553,119.611,0,
522,17.407,188.561452,33.440751,46.163226,119.661,0,
523,17.440,171.827553,32.690247,46.234513,119.587,0,
524,17.473,270.891319,38.639066,46.901511,117.783,0,
525,17.507,189.192826,34.438336,46.692136,118.204,0,
526,17.540,183.487599,35.137094,47.023997,117.657,0,
527,17.573,295.188911,39.500141,47.516756,117.096,0,
528,17.607,243.795069,37.546246,47.625987,117.156,0,
529,17.640,244.426908,38.115935,47.943092,116.548,0,
530,17.673,239.434606,38.016481,48.199551,116.086,0,
531,17.707,275.633696,39.619823,48.479351,115.332,0,
532,17.740,228.532201,37.582752,48.623836,115.288,0,
533,17.773,285.128382,39.746585,48.958505,114.479,0,
534,17.807,262.195911,38.745422,49.057369,114.286,0,
535,17.840,195.010448,34.669707,48.930456,114.489,0,
536,17.873,242.229934,37.492307,49.359364,113.397,0,
537,17.907,252.311487,38.249836,49.637575,112.999,0,
538,17.940,196.023800,34.716785,49.676431,113.159,0,
539,17.973,216.158752,36.209131,50.089489,112.324,0,
540,18.008,246.326026,37.667514,50.508460,111.801,0,
541,18.042,184.022185,33.846520,50.341131,112.063,0,
542,18.075,199.773427,35.190843,50.741120,111.329,0,
543,18.108,235.162734,37.225124,51.088951,110.715,0,
544,18.142,234.773996,37.922614,51.512032,110.398,0,
545,18.175,170.405457,33.100239,51.221720,110.727,0,
546,18.208,169.297157,33.802516,51.563515,110.150,0,
547,18.242,193.182725,35.173855,51.878039,109.427,0,
548,18.275,191.429798,35.470244,52.137264,108.924,0,
549,18.308,165.221472,33.808540,52.242604,108.917,0,
550,18.342,174.976875,34.736035,52.624834,108.245,0,
551,18.375,205.950891,34.559020,52.896425,108.071,0,
552,18.408,141.979761,32.255548,52.855354,107.866,0,
553,18.442,158.242934,33.226631,52.991875,107.193,0,
554,18.475,143.791712,32.439713,53.192554,106.870,0,
555,18.508,161.431133,34.077184,53.462836,106.157,0,
556,18.542,140.101093,32.115795,53.369963,106.402,0,
557,18.575,127.312344,31.949926,53.321192,105.882,0,
558,18.608,147.576000,33.055495,53.648204,105.317,0,
559,18.642,160.235989,34.363705,54.001537,104.845,0,
560,18.675,116.068780,29.605469,53.749658,105.826,0,
561,18.708,152.776051,34.323553,54.504016,104.501,0,
562,18.742,155.652756,34.123797,54.712864,104.505,0,
563,18.775,161.045260,34.250893,54.929743,104.403,0,
564,18.808,143.286699,33.024507,55.015364,104.269,0,
565,18.842,148.496291,33.967007,55.282410,103.710,0,
566,18.875,136.058956,32.875511,55.308248,103.839,0,
567,18.908,129.703862,32.545839,55.330722,103.906,0,
568,18.942,143.302961,33.642457,55.195347,103.075,0,
569,18.975,127.401133,32.235945,54.965187,102.896,0,
570,19.008,135.551799,34.017345,55.157897,102.396,0,
571,19.042,148.458263,33.543141,54.881831,102.781,0,
572,19.075,122.729449,31.002663,54.629626,103.135,0,
573,19.108,118.847172,32.190952,54.633825,102.657,0,
574,19.142,104.509963,30.273753,54.401156,103.089,0,
575,19.175,98.795457,30.924247,54.551744,102.935,0,
576,19.208,85.764762,28.823567,54.100211,103.563,0,
577,19.242,169.640477,35.142482,54.489816,102.576,0,
578,19.275,124.379293,31.734377,53.583998,103.759,0,
579,19.308,148.789321,35.477922,53.960175,103.213,0,
580,19.342,133.730189,31.366655,53.046381,104.052,0,
581,19.375,164.395465,34.982716,53.282470,103.986,0,
582,19.408,182.206984,37.322159,53.922156,103.732,0,
583,19.442,97.736910,30.035666,52.657618,105.765,0,
584,19.475,170.280127,36.109014,53.114672,104.404,0,
585,19.508,115.992961,31.596484,52.432521,106.324,0,
586,19.542,132.727084,33.425839,52.526132,106.751,0,
587,19.575,157.823373,34.255126,52.046794,107.987,0,
588,19.608,156.226967,35.320023,52.283552,109.043,0,
589,19.642,149.223407,33.966218,51.659544,110.340,0,
590,19.675,174.658047,37.035534,52.361314,110.121,0,
591,19.708,106.513844,30.160658,51.174967,112.321,0,
592,19.742,98.976705,31.309726,51.490685,113.270,0,
593,19.775,106.894893,28.964794,50.233126,114.641,0,
594,19.808,159.402971,33.520227,50.220158,114.415,0,
595,19.842,140.900517,32.834610,50.181074,115.908,0,
596,19.875,110.649521,30.455269,49.652833,117.502,0,
597,19.908,183.845902,34.888818,49.388049,117.400,0,
598,19.942,176.640952,34.958885,49.047984,118.288,0,
599,19.975,103.212621,28.487508,48.136709,120.254,0,
